experiment,noise_level,noise_name,scenario,seed,half,seeds_in_cell,leg,decision,abort_code,flags,episodes,missed_leg
E3,3,adverse,S0,vigil-2026-e3-S0-12,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4,redelivery,
E3,3,adverse,S0,vigil-2026-e3-S0-13,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,missed_scan,linehaul_departure
E3,3,adverse,S0,vigil-2026-e3-S0-13,report,120,urn:epcglobal:cbv:bizstep:arriving,freeze,H1,H1,missed_scan,linehaul_departure
E3,3,adverse,S0,vigil-2026-e3-S0-22,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-22,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-23,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-26,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,redelivery,
E3,3,adverse,S0,vigil-2026-e3-S0-27,report,120,urn:epcglobal:cbv:bizstep:arriving,freeze,H1,H1,missed_scan,linehaul_departure
E3,3,adverse,S0,vigil-2026-e3-S0-31,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4 P5,,
E3,3,adverse,S0,vigil-2026-e3-S0-34,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,redelivery,
E3,3,adverse,S0,vigil-2026-e3-S0-41,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4 I6,handset_swap,
E3,3,adverse,S0,vigil-2026-e3-S0-42,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4 I9,,
E3,3,adverse,S0,vigil-2026-e3-S0-45,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-45,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I5 I9,,
E3,3,adverse,S0,vigil-2026-e3-S0-52,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-55,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-56,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,redelivery,
E3,3,adverse,S0,vigil-2026-e3-S0-59,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-62,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-63,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-66,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-66,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-67,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I10,address_correction,
E3,3,adverse,S0,vigil-2026-e3-S0-76,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-80,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-80,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-84,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-88,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-96,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-97,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-100,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I1 I5 I11 P5,address_correction,
E3,3,adverse,S0,vigil-2026-e3-S0-104,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4 I9,missed_scan,sortation
E3,3,adverse,S0,vigil-2026-e3-S0-105,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,missed_scan redelivery charged_mid_shift,sortation
E3,3,adverse,S0,vigil-2026-e3-S0-109,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4 P5,,
E3,3,adverse,S0,vigil-2026-e3-S0-109,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-112,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-113,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-113,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-117,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-123,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I1 I5 I9 I11,address_correction,
E3,3,adverse,S0,vigil-2026-e3-S0-126,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-131,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,address_correction charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-131,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I1 I11 I14,address_correction charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-134,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-134,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-141,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-148,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,missed_scan,out_for_delivery
E3,3,adverse,S0,vigil-2026-e3-S0-148,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4,missed_scan,out_for_delivery
E3,3,adverse,S0,vigil-2026-e3-S0-153,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-163,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-167,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,redelivery,
E3,3,adverse,S0,vigil-2026-e3-S0-170,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4 P5,,
E3,3,adverse,S0,vigil-2026-e3-S0-170,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4 I9,,
E3,3,adverse,S0,vigil-2026-e3-S0-171,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4,redelivery,
E3,3,adverse,S0,vigil-2026-e3-S0-173,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-173,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-173,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I9 I14,charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-174,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-174,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-175,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-178,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,missed_scan,out_for_delivery
E3,3,adverse,S0,vigil-2026-e3-S0-181,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,redelivery charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-181,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4 I14,redelivery charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-186,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-188,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-189,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-192,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-195,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-202,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,redelivery,
E3,3,adverse,S0,vigil-2026-e3-S0-203,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-203,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-206,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I1 I11,address_correction,
E3,3,adverse,S0,vigil-2026-e3-S0-210,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-210,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-214,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,missed_scan address_correction charged_mid_shift,linehaul_arrival
E3,3,adverse,S0,vigil-2026-e3-S0-214,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4 I10 I14,missed_scan address_correction charged_mid_shift,linehaul_arrival
E3,3,adverse,S0,vigil-2026-e3-S0-219,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I10,address_correction,
E3,3,adverse,S0,vigil-2026-e3-S0-227,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-232,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4 I10,missed_scan address_correction,sortation
E3,3,adverse,S0,vigil-2026-e3-S0-233,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,redelivery,
E3,3,adverse,S0,vigil-2026-e3-S0-236,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,missed_scan charged_mid_shift,linehaul_arrival
E3,3,adverse,S0,vigil-2026-e3-S0-237,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S0,vigil-2026-e3-S0-240,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-240,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4,charged_mid_shift,
E3,3,adverse,S0,vigil-2026-e3-S0-241,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-2,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,redelivery charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-3,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-6,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-7,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-10,report,120,urn:epcglobal:cbv:bizstep:holding,flag,,I4,redelivery,
E3,3,adverse,S6,vigil-2026-e3-S6-11,report,120,urn:epcglobal:cbv:bizstep:arriving,freeze,H1,H1,missed_scan charged_mid_shift,linehaul_departure
E3,3,adverse,S6,vigil-2026-e3-S6-14,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-14,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-15,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-15,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-23,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-23,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-24,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-27,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-33,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4,redelivery,
E3,3,adverse,S6,vigil-2026-e3-S6-37,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-38,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-40,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-40,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-41,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-45,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-45,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4 I9,,
E3,3,adverse,S6,vigil-2026-e3-S6-46,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-46,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-46,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-51,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-52,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-63,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-63,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-64,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-68,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-69,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-69,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-70,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-77,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-77,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I5 I9,,
E3,3,adverse,S6,vigil-2026-e3-S6-83,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,missed_scan charged_mid_shift,sortation
E3,3,adverse,S6,vigil-2026-e3-S6-83,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I5 I9 I14,missed_scan charged_mid_shift,sortation
E3,3,adverse,S6,vigil-2026-e3-S6-87,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-87,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-91,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-99,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-99,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-102,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-103,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,redelivery,
E3,3,adverse,S6,vigil-2026-e3-S6-103,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,redelivery,
E3,3,adverse,S6,vigil-2026-e3-S6-106,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-110,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4 I14,redelivery,
E3,3,adverse,S6,vigil-2026-e3-S6-111,report,120,urn:epcglobal:cbv:bizstep:arriving,freeze,H1,H1 P5,missed_scan address_correction,linehaul_departure
E3,3,adverse,S6,vigil-2026-e3-S6-111,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,missed_scan address_correction,linehaul_departure
E3,3,adverse,S6,vigil-2026-e3-S6-118,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-130,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,redelivery charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-130,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,redelivery charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-130,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,redelivery charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-130,report,120,urn:epcglobal:cbv:bizstep:holding,flag,,I4,redelivery charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-133,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-137,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,missed_scan,sortation
E3,3,adverse,S6,vigil-2026-e3-S6-138,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,redelivery charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-151,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-152,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-152,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-155,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-159,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-160,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-161,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,redelivery,
E3,3,adverse,S6,vigil-2026-e3-S6-164,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-164,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-164,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-168,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I5 I9,address_correction,
E3,3,adverse,S6,vigil-2026-e3-S6-172,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,handset_swap,
